,V,J,Pe,Ct,Cp,PWR,Torque,Thrust,PWR.1,Torque.1,Thrust.1,THR/PWR,Mach,Reyn,RPM
179,29.1,0.85,0.3052,0.0099,0.0277,0.004,0.039,0.015,2.792,0.004,0.065,2.389,0.15,29715.,6000
180,30.2,0.89,-0.0009,0.0000,0.0198,0.003,0.028,0.000,1.999,0.003,0.000,-0.007,0.15,29840.,6000
181,0.0,0.00,0.0000,0.1959,0.1021,0.022,0.197,0.396,16.339,0.022,1.763,11.000,0.17,32589.,7000
182,1.2,0.03,0.0570,0.1931,0.1034,0.022,0.200,0.391,16.540,0.023,1.738,10.715,0.17,32592.,7000
183,2.4,0.06,0.1111,0.1901,0.1045,0.022,0.202,0.385,16.721,0.023,1.711,10.433,0.17,32600.,7000
184,3.6,0.09,0.1621,0.1868,0.1055,0.023,0.204,0.378,16.880,0.023,1.681,10.154,0.17,32614.,7000
185,4.9,0.12,0.2103,0.1832,0.1064,0.023,0.205,0.371,17.018,0.023,1.648,9.877,0.17,32633.,7000
186,6.1,0.15,0.2555,0.1792,0.1071,0.023,0.207,0.363,17.129,0.023,1.613,9.600,0.17,32658.,7000
187,7.3,0.18,0.2977,0.1749,0.1076,0.023,0.208,0.354,17.214,0.023,1.574,9.324,0.17,32688.,7000
188,8.5,0.21,0.3371,0.1702,0.1079,0.023,0.208,0.344,17.262,0.024,1.532,9.049,0.17,32723.,7000
189,9.7,0.24,0.3739,0.1652,0.1079,0.023,0.208,0.334,17.266,0.024,1.487,8.782,0.17,32764.,7000
190,10.9,0.27,0.4084,0.1599,0.1075,0.023,0.208,0.323,17.206,0.023,1.438,8.525,0.17,32810.,7000
191,12.1,0.31,0.4405,0.1539,0.1066,0.023,0.206,0.311,17.063,0.023,1.385,8.277,0.17,32862.,7000
192,13.4,0.34,0.4718,0.1477,0.1051,0.023,0.203,0.299,16.814,0.023,1.329,8.060,0.17,32919.,7000
193,14.6,0.37,0.4987,0.1412,0.1037,0.022,0.200,0.286,16.591,0.023,1.270,7.809,0.17,32981.,7000
194,15.8,0.40,0.5229,0.1345,0.1021,0.022,0.197,0.272,16.327,0.022,1.210,7.558,0.17,33048.,7000
195,17.0,0.43,0.5446,0.1276,0.1001,0.021,0.193,0.258,16.020,0.022,1.148,7.309,0.17,33121.,7000
196,18.2,0.46,0.5645,0.1205,0.0977,0.021,0.189,0.244,15.631,0.021,1.084,7.072,0.17,33199.,7000
197,19.4,0.49,0.5841,0.1131,0.0946,0.020,0.183,0.229,15.131,0.021,1.018,6.859,0.17,33282.,7000
198,20.6,0.52,0.6012,0.1056,0.0911,0.020,0.176,0.214,14.578,0.020,0.950,6.645,0.17,33370.,7000
199,21.9,0.55,0.6157,0.0979,0.0873,0.019,0.169,0.198,13.969,0.019,0.880,6.427,0.17,33464.,7000
200,23.1,0.58,0.6273,0.0899,0.0831,0.018,0.161,0.182,13.303,0.018,0.809,6.203,0.17,33562.,7000
201,24.3,0.61,0.6356,0.0818,0.0786,0.017,0.152,0.166,12.576,0.017,0.736,5.971,0.17,33665.,7000
202,25.5,0.64,0.6400,0.0736,0.0737,0.016,0.142,0.149,11.786,0.016,0.662,5.727,0.17,33774.,7000
203,26.7,0.67,0.6399,0.0651,0.0683,0.015,0.132,0.132,10.921,0.015,0.585,5.465,0.17,33887.,7000
204,27.9,0.70,0.6339,0.0563,0.0624,0.013,0.121,0.114,9.984,0.014,0.507,5.178,0.17,34005.,7000
205,29.1,0.73,0.6194,0.0475,0.0561,0.012,0.108,0.096,8.982,0.012,0.427,4.849,0.17,34128.,7000
206,30.3,0.76,0.5918,0.0384,0.0495,0.011,0.096,0.078,7.920,0.011,0.345,4.448,0.17,34256.,7000
207,31.6,0.79,0.5421,0.0291,0.0425,0.009,0.082,0.059,6.805,0.009,0.261,3.918,0.17,34388.,7000
208,32.8,0.82,0.4569,0.0196,0.0353,0.008,0.068,0.040,5.642,0.008,0.176,3.180,0.17,34525.,7000
209,34.0,0.85,0.3045,0.0098,0.0276,0.006,0.053,0.020,4.422,0.006,0.089,2.043,0.17,34667.,7000
210,35.2,0.89,-0.0008,0.0000,0.0198,0.004,0.038,0.000,3.169,0.004,0.000,-0.005,0.17,34813.,7000
211,0.0,0.00,0.0000,0.1962,0.1023,0.033,0.258,0.518,24.429,0.029,2.305,9.623,0.19,37245.,8000
212,1.4,0.03,0.0570,0.1934,0.1035,0.033,0.261,0.511,24.728,0.030,2.273,9.374,0.19,37248.,8000
213,2.8,0.06,0.1111,0.1904,0.1047,0.034,0.264,0.503,24.994,0.030,2.238,9.129,0.19,37257.,8000
214,4.2,0.09,0.1622,0.1871,0.1056,0.034,0.266,0.494,25.225,0.030,2.199,8.888,0.19,37273.,8000
215,5.6,0.12,0.2106,0.1835,0.1064,0.034,0.269,0.485,25.416,0.030,2.156,8.651,0.19,37295.,8000
216,6.9,0.15,0.2560,0.1795,0.1070,0.034,0.270,0.474,25.563,0.031,2.110,8.416,0.19,37323.,8000
217,8.3,0.18,0.2987,0.1752,0.1075,0.034,0.271,0.463,25.663,0.031,2.059,8.183,0.19,37357.,8000
218,9.7,0.21,0.3387,0.1706,0.1077,0.034,0.272,0.451,25.712,0.031,2.005,7.951,0.19,37398.,8000
219,11.1,0.24,0.3759,0.1656,0.1076,0.034,0.272,0.438,25.703,0.031,1.946,7.721,0.19,37445.,8000
220,12.5,0.27,0.4104,0.1602,0.1073,0.034,0.271,0.423,25.620,0.031,1.883,7.495,0.19,37497.,8000
221,13.9,0.31,0.4425,0.1542,0.1064,0.034,0.269,0.408,25.420,0.030,1.813,7.272,0.19,37556.,8000
222,15.3,0.34,0.4719,0.1479,0.1052,0.034,0.266,0.391,25.135,0.030,1.738,7.051,0.19,37621.,8000
223,16.7,0.37,0.4988,0.1413,0.1038,0.033,0.262,0.373,24.795,0.030,1.661,6.831,0.19,37693.,8000
224,18.0,0.40,0.5230,0.1346,0.1022,0.033,0.258,0.356,24.396,0.029,1.582,6.612,0.19,37770.,8000
225,19.4,0.43,0.5447,0.1277,0.1002,0.032,0.253,0.337,23.932,0.029,1.501,6.394,0.19,37853.,8000
226,20.8,0.46,0.5647,0.1205,0.0978,0.031,0.247,0.318,23.349,0.028,1.417,6.187,0.19,37942.,8000
227,22.2,0.49,0.5842,0.1132,0.0946,0.030,0.239,0.299,22.599,0.027,1.330,6.001,0.19,38037.,8000
228,23.6,0.52,0.6013,0.1056,0.0912,0.029,0.230,0.279,21.770,0.026,1.241,5.814,0.19,38138.,8000
229,25.0,0.55,0.6158,0.0979,0.0873,0.028,0.220,0.259,20.859,0.025,1.150,5.623,0.19,38245.,8000
230,26.4,0.58,0.6274,0.0899,0.0832,0.027,0.210,0.238,19.862,0.024,1.057,5.427,0.19,38357.,8000
231,27.8,0.61,0.6356,0.0818,0.0786,0.025,0.198,0.216,18.774,0.022,0.962,5.223,0.19,38475.,8000
232,29.1,0.64,0.6401,0.0735,0.0736,0.024,0.186,0.194,17.589,0.021,0.864,5.009,0.19,38599.,8000
233,30.5,0.67,0.6399,0.0650,0.0682,0.022,0.172,0.172,16.298,0.019,0.764,4.780,0.19,38729.,8000
234,31.9,0.70,0.6338,0.0563,0.0624,0.020,0.157,0.149,14.902,0.018,0.662,4.529,0.20,38864.,8000
235,33.3,0.73,0.6192,0.0474,0.0561,0.018,0.142,0.125,13.404,0.016,0.557,4.240,0.20,39005.,8000
236,34.7,0.76,0.5915,0.0383,0.0495,0.016,0.125,0.101,11.816,0.014,0.451,3.889,0.20,39151.,8000
237,36.1,0.79,0.5419,0.0290,0.0425,0.014,0.107,0.077,10.153,0.012,0.341,3.425,0.20,39302.,8000
238,37.5,0.82,0.4567,0.0195,0.0352,0.011,0.089,0.052,8.414,0.010,0.229,2.780,0.20,39459.,8000
239,38.9,0.85,0.3045,0.0098,0.0276,0.009,0.070,0.026,6.594,0.008,0.116,1.788,0.20,39621.,8000
240,40.2,0.89,-0.0010,0.0000,0.0198,0.006,0.050,0.000,4.721,0.006,0.000,-0.006,0.20,39788.,8000
241,0.0,0.00,0.0000,0.1965,0.1025,0.047,0.327,0.657,34.848,0.037,2.922,8.551,0.21,41901.,9000
242,1.6,0.03,0.0570,0.1937,0.1037,0.047,0.331,0.648,35.275,0.037,2.882,8.330,0.21,41904.,9000
243,3.1,0.06,0.1111,0.1907,0.1049,0.048,0.335,0.638,35.656,0.038,2.837,8.113,0.21,41915.,9000
244,4.7,0.09,0.1622,0.1874,0.1058,0.048,0.338,0.627,35.985,0.038,2.788,7.899,0.21,41932.,9000
245,6.2,0.12,0.2105,0.1838,0.1066,0.049,0.340,0.615,36.258,0.038,2.734,7.688,0.21,41957.,9000
246,7.8,0.15,0.2560,0.1798,0.1072,0.049,0.342,0.601,36.468,0.039,2.675,7.480,0.21,41988.,9000
247,9.4,0.18,0.2987,0.1755,0.1077,0.049,0.344,0.587,36.607,0.039,2.611,7.273,0.21,42027.,9000
248,10.9,0.21,0.3386,0.1709,0.1079,0.049,0.344,0.571,36.682,0.039,2.542,7.066,0.21,42073.,9000
249,12.5,0.24,0.3758,0.1659,0.1078,0.049,0.344,0.555,36.670,0.039,2.468,6.862,0.21,42125.,9000
250,14.1,0.27,0.4104,0.1605,0.1075,0.049,0.343,0.537,36.547,0.039,2.387,6.661,0.22,42185.,9000
251,15.6,0.31,0.4424,0.1545,0.1066,0.049,0.341,0.517,36.263,0.038,2.298,6.463,0.22,42251.,9000
252,17.2,0.34,0.4719,0.1481,0.1054,0.048,0.337,0.495,35.850,0.038,2.203,6.267,0.22,42324.,9000
253,18.7,0.37,0.4987,0.1416,0.1040,0.047,0.332,0.473,35.364,0.038,2.106,6.071,0.22,42404.,9000
254,20.3,0.40,0.5230,0.1348,0.1023,0.047,0.327,0.451,34.791,0.037,2.005,5.877,0.22,42491.,9000
255,21.9,0.43,0.5446,0.1279,0.1004,0.046,0.320,0.428,34.124,0.036,1.902,5.683,0.22,42585.,9000
256,23.4,0.46,0.5647,0.1207,0.0979,0.045,0.313,0.404,33.287,0.035,1.795,5.499,0.22,42685.,9000
257,25.0,0.49,0.5843,0.1133,0.0947,0.043,0.303,0.379,32.215,0.034,1.685,5.334,0.22,42792.,9000
258,26.5,0.52,0.6014,0.1057,0.0913,0.042,0.291,0.354,31.031,0.033,1.573,5.168,0.22,42905.,9000
259,28.1,0.55,0.6159,0.0980,0.0874,0.040,0.279,0.328,29.728,0.032,1.457,4.998,0.22,43025.,9000
260,29.7,0.58,0.6274,0.0900,0.0832,0.038,0.266,0.301,28.304,0.030,1.339,4.824,0.22,43152.,9000
261,31.2,0.61,0.6357,0.0819,0.0787,0.036,0.251,0.274,26.749,0.028,1.218,4.643,0.22,43285.,9000
262,32.8,0.64,0.6401,0.0736,0.0737,0.034,0.235,0.246,25.059,0.027,1.094,4.453,0.22,43424.,9000
263,34.3,0.67,0.6399,0.0651,0.0683,0.031,0.218,0.218,23.220,0.025,0.968,4.249,0.22,43570.,9000
264,35.9,0.70,0.6339,0.0564,0.0624,0.028,0.199,0.188,21.231,0.023,0.838,4.026,0.22,43722.,9000
265,37.5,0.73,0.6194,0.0475,0.0562,0.026,0.179,0.159,19.099,0.020,0.706,3.770,0.22,43880.,9000
266,39.0,0.76,0.5916,0.0384,0.0495,0.023,0.158,0.128,16.831,0.018,0.571,3.457,0.22,44045.,9000
267,40.6,0.79,0.5420,0.0290,0.0425,0.019,0.136,0.097,14.462,0.015,0.432,3.045,0.22,44215.,9000
268,42.2,0.82,0.4568,0.0195,0.0352,0.016,0.113,0.065,11.982,0.013,0.290,2.472,0.22,44391.,9000
269,43.7,0.85,0.3048,0.0098,0.0276,0.013,0.088,0.033,9.389,0.010,0.146,1.590,0.22,44574.,9000
270,45.3,0.89,-0.0009,0.0000,0.0198,0.009,0.063,0.000,6.719,0.007,0.000,-0.004,0.22,44762.,9000
271,0.0,0.00,0.0000,0.1968,0.1027,0.064,0.405,0.813,47.902,0.046,3.614,7.694,0.24,46556.,10000
272,1.7,0.03,0.0570,0.1941,0.1039,0.065,0.410,0.801,48.487,0.046,3.564,7.495,0.24,46560.,10000
273,3.5,0.06,0.1110,0.1910,0.1051,0.066,0.414,0.789,49.010,0.047,3.508,7.300,0.24,46572.,10000
274,5.2,0.09,0.1622,0.1877,0.1060,0.066,0.418,0.775,49.461,0.047,3.447,7.107,0.24,46591.,10000
275,6.9,0.12,0.2105,0.1841,0.1068,0.067,0.421,0.760,49.834,0.048,3.381,6.918,0.24,46619.,10000
276,8.7,0.15,0.2559,0.1802,0.1075,0.067,0.424,0.744,50.132,0.048,3.309,6.730,0.24,46654.,10000
277,10.4,0.18,0.2986,0.1759,0.1079,0.067,0.425,0.726,50.322,0.048,3.229,6.544,0.24,46697.,10000
278,12.1,0.21,0.3385,0.1712,0.1081,0.068,0.426,0.707,50.421,0.048,3.144,6.358,0.24,46747.,10000
279,13.9,0.24,0.3757,0.1662,0.1081,0.068,0.426,0.686,50.405,0.048,3.052,6.175,0.24,46806.,10000
280,15.6,0.27,0.4103,0.1608,0.1077,0.067,0.425,0.664,50.242,0.048,2.953,5.994,0.24,46872.,10000
281,17.3,0.31,0.4423,0.1548,0.1069,0.067,0.421,0.639,49.844,0.048,2.842,5.815,0.24,46946.,10000
282,19.1,0.34,0.4718,0.1484,0.1056,0.066,0.416,0.613,49.278,0.047,2.725,5.639,0.24,47027.,10000
283,20.8,0.37,0.4986,0.1418,0.1042,0.065,0.411,0.585,48.604,0.046,2.604,5.463,0.24,47116.,10000
284,22.6,0.40,0.5229,0.1350,0.1025,0.064,0.404,0.557,47.811,0.046,2.479,5.288,0.24,47212.,10000
285,24.3,0.43,0.5446,0.1281,0.1005,0.063,0.396,0.529,46.890,0.045,2.352,5.114,0.24,47316.,10000
286,26.0,0.46,0.5647,0.1209,0.0980,0.061,0.387,0.499,45.732,0.044,2.220,4.949,0.24,47428.,10000
287,27.8,0.49,0.5843,0.1135,0.0949,0.059,0.374,0.468,44.255,0.042,2.084,4.801,0.24,47546.,10000
288,29.5,0.52,0.6014,0.1059,0.0914,0.057,0.360,0.437,42.625,0.041,1.944,4.651,0.24,47673.,10000
289,31.2,0.55,0.6159,0.0981,0.0875,0.055,0.345,0.405,40.834,0.039,1.801,4.499,0.24,47806.,10000
290,33.0,0.58,0.6275,0.0901,0.0833,0.052,0.329,0.372,38.872,0.037,1.655,4.342,0.24,47947.,10000
291,34.7,0.61,0.6358,0.0820,0.0788,0.049,0.310,0.338,36.736,0.035,1.506,4.179,0.24,48094.,10000
292,36.4,0.64,0.6402,0.0737,0.0738,0.046,0.291,0.304,34.412,0.033,1.353,4.008,0.24,48249.,10000
293,38.2,0.67,0.6401,0.0651,0.0684,0.043,0.269,0.269,31.886,0.030,1.196,3.825,0.24,48411.,10000
294,39.9,0.70,0.6340,0.0564,0.0625,0.039,0.246,0.233,29.152,0.028,1.036,3.624,0.24,48580.,10000
295,41.6,0.73,0.6195,0.0475,0.0562,0.035,0.222,0.196,26.219,0.025,0.873,3.393,0.24,48756.,10000
296,43.4,0.76,0.5916,0.0384,0.0495,0.031,0.195,0.158,23.098,0.022,0.705,3.111,0.24,48939.,10000
297,45.1,0.79,0.5422,0.0291,0.0425,0.027,0.168,0.120,19.845,0.019,0.534,2.742,0.25,49128.,10000
298,46.8,0.82,0.4572,0.0195,0.0352,0.022,0.139,0.081,16.437,0.016,0.359,2.226,0.25,49324.,10000
299,48.6,0.85,0.3051,0.0099,0.0276,0.017,0.109,0.041,12.874,0.012,0.181,1.433,0.25,49526.,10000
300,50.3,0.89,-0.0009,0.0000,0.0197,0.012,0.078,0.000,9.206,0.009,0.000,-0.004,0.25,49735.,10000
301,0.0,0.00,0.0000,0.1972,0.1030,0.086,0.491,0.985,63.924,0.055,4.382,6.990,0.26,51212.,11000
302,1.9,0.03,0.0570,0.1945,0.1042,0.087,0.497,0.971,64.706,0.056,4.321,6.810,0.26,51216.,11000
303,3.8,0.06,0.1110,0.1914,0.1053,0.088,0.503,0.956,65.404,0.057,4.254,6.632,0.26,51229.,11000
304,5.7,0.09,0.1622,0.1881,0.1063,0.089,0.507,0.940,66.004,0.057,4.180,6.458,0.26,51251.,11000
305,7.6,0.12,0.2104,0.1845,0.1071,0.089,0.511,0.922,66.502,0.058,4.099,6.286,0.26,51281.,11000
306,9.5,0.15,0.2559,0.1805,0.1077,0.090,0.514,0.902,66.886,0.058,4.011,6.115,0.26,51319.,11000
307,11.5,0.18,0.2986,0.1762,0.1082,0.090,0.516,0.880,67.155,0.058,3.915,5.945,0.26,51367.,11000
308,13.4,0.21,0.3385,0.1716,0.1084,0.090,0.517,0.857,67.284,0.058,3.812,5.777,0.26,51422.,11000
309,15.3,0.24,0.3757,0.1665,0.1083,0.090,0.517,0.832,67.261,0.058,3.701,5.610,0.26,51487.,11000
310,17.2,0.27,0.4102,0.1611,0.1080,0.090,0.515,0.805,67.039,0.058,3.580,5.446,0.26,51559.,11000
311,19.1,0.31,0.4423,0.1551,0.1071,0.089,0.511,0.775,66.504,0.058,3.446,5.284,0.26,51640.,11000
312,21.0,0.34,0.4717,0.1487,0.1059,0.088,0.505,0.743,65.738,0.057,3.303,5.124,0.26,51730.,11000
313,22.9,0.37,0.4986,0.1420,0.1044,0.087,0.498,0.710,64.829,0.056,3.156,4.964,0.26,51828.,11000
314,24.8,0.40,0.5229,0.1352,0.1027,0.086,0.490,0.676,63.766,0.055,3.005,4.805,0.26,51934.,11000
315,26.7,0.43,0.5446,0.1282,0.1007,0.084,0.480,0.641,62.523,0.054,2.849,4.647,0.26,52048.,11000
316,28.6,0.46,0.5647,0.1210,0.0982,0.082,0.468,0.605,60.964,0.053,2.689,4.498,0.26,52171.,11000
317,30.5,0.49,0.5844,0.1136,0.0950,0.079,0.453,0.568,58.991,0.051,2.524,4.363,0.26,52302.,11000
318,32.5,0.52,0.6015,0.1060,0.0915,0.076,0.437,0.530,56.814,0.049,2.355,4.227,0.27,52441.,11000
319,34.4,0.55,0.6160,0.0982,0.0877,0.073,0.418,0.491,54.423,0.047,2.182,4.089,0.27,52588.,11000
320,36.3,0.58,0.6276,0.0902,0.0834,0.069,0.398,0.451,51.806,0.045,2.005,3.946,0.27,52743.,11000
321,38.2,0.61,0.6359,0.0821,0.0789,0.066,0.376,0.410,48.955,0.042,1.824,3.799,0.27,52905.,11000
322,40.1,0.64,0.6403,0.0737,0.0739,0.061,0.352,0.368,45.854,0.040,1.638,3.643,0.27,53076.,11000
323,42.0,0.67,0.6402,0.0652,0.0684,0.057,0.326,0.326,42.483,0.037,1.448,3.477,0.27,53254.,11000
324,43.9,0.70,0.6341,0.0565,0.0626,0.052,0.298,0.282,38.836,0.034,1.255,3.294,0.27,53440.,11000
325,45.8,0.73,0.6195,0.0475,0.0562,0.047,0.268,0.237,34.920,0.030,1.056,3.084,0.27,53633.,11000
326,47.7,0.76,0.5916,0.0384,0.0495,0.041,0.236,0.192,30.760,0.027,0.853,2.827,0.27,53834.,11000
327,49.6,0.79,0.5422,0.0291,0.0426,0.035,0.203,0.145,26.420,0.023,0.646,2.491,0.27,54043.,11000
328,51.5,0.82,0.4572,0.0195,0.0352,0.029,0.168,0.098,21.870,0.019,0.434,2.023,0.27,54259.,11000
329,53.5,0.86,0.3051,0.0098,0.0276,0.023,0.132,0.049,17.117,0.015,0.219,1.302,0.27,54481.,11000
330,55.4,0.89,-0.0016,0.0000,0.0197,0.016,0.094,0.000,12.224,0.011,-0.001,-0.007,0.27,54712.,11000
331,0.0,0.00,0.0000,0.1976,0.1033,0.112,0.586,1.175,83.224,0.066,5.226,6.403,0.29,55867.,12000
332,2.1,0.03,0.0570,0.1949,0.1045,0.113,0.593,1.159,84.246,0.067,5.154,6.238,0.29,55872.,12000
333,4.2,0.06,0.1110,0.1919,0.1056,0.114,0.600,1.141,85.153,0.068,5.074,6.076,0.29,55886.,12000
334,6.3,0.09,0.1621,0.1885,0.1066,0.115,0.605,1.121,85.934,0.068,4.986,5.916,0.29,55910.,12000
335,8.3,0.12,0.2104,0.1849,0.1074,0.116,0.610,1.099,86.577,0.069,4.889,5.758,0.29,55943.,12000
336,10.4,0.15,0.2559,0.1809,0.1080,0.117,0.613,1.076,87.078,0.069,4.784,5.602,0.29,55985.,12000
337,12.5,0.18,0.2985,0.1766,0.1085,0.117,0.616,1.050,87.419,0.070,4.670,5.447,0.29,56036.,12000
338,14.6,0.21,0.3384,0.1719,0.1087,0.117,0.617,1.022,87.587,0.070,4.546,5.293,0.29,56097.,12000
339,16.7,0.24,0.3756,0.1669,0.1086,0.117,0.617,0.992,87.554,0.070,4.413,5.140,0.29,56167.,12000
340,18.8,0.28,0.4102,0.1615,0.1083,0.117,0.615,0.960,87.262,0.069,4.270,4.989,0.29,56247.,12000
341,20.8,0.31,0.4422,0.1554,0.1074,0.116,0.610,0.924,86.561,0.069,4.110,4.841,0.29,56335.,12000
342,22.9,0.34,0.4717,0.1490,0.1061,0.115,0.603,0.886,85.556,0.068,3.939,4.694,0.29,56433.,12000
343,25.0,0.37,0.4986,0.1423,0.1047,0.113,0.594,0.846,84.367,0.067,3.763,4.548,0.29,56540.,12000
344,27.1,0.40,0.5228,0.1355,0.1029,0.111,0.584,0.805,82.975,0.066,3.583,4.403,0.29,56656.,12000
345,29.2,0.43,0.5445,0.1285,0.1009,0.109,0.573,0.764,81.348,0.065,3.397,4.258,0.29,56781.,12000
346,31.3,0.46,0.5648,0.1212,0.0984,0.106,0.559,0.721,79.302,0.063,3.206,4.122,0.29,56915.,12000
347,33.3,0.49,0.5845,0.1138,0.0952,0.103,0.540,0.677,76.737,0.061,3.009,3.999,0.29,57058.,12000
348,35.4,0.52,0.6016,0.1062,0.0917,0.099,0.520,0.631,73.898,0.059,2.808,3.874,0.29,57209.,12000
349,37.5,0.55,0.6161,0.0984,0.0878,0.095,0.499,0.585,70.783,0.056,2.601,3.747,0.29,57370.,12000
350,39.6,0.58,0.6278,0.0904,0.0836,0.090,0.475,0.537,67.378,0.054,2.390,3.617,0.29,57539.,12000
351,41.7,0.61,0.6361,0.0822,0.0790,0.085,0.449,0.489,63.679,0.051,2.174,3.482,0.29,57716.,12000
352,43.8,0.64,0.6405,0.0739,0.0740,0.080,0.420,0.439,59.646,0.047,1.953,3.339,0.29,57902.,12000
353,45.8,0.67,0.6404,0.0653,0.0686,0.074,0.389,0.388,55.258,0.044,1.727,3.187,0.29,58097.,12000
354,47.9,0.70,0.6343,0.0565,0.0627,0.068,0.356,0.336,50.502,0.040,1.495,3.019,0.29,58300.,12000
